locus,feature,count,mean,std,min,25%,50%,75%,max
HLA-C,exon_6,913.0,10379.58474282585,1.9223318915435612,10363.594,10379.5934,10379.5934,10379.5934,10394.604800000001
HLA-C,exon_7,825.0,14810.29211381818,79.20040579730696,13235.4094,14808.427999999998,14808.427999999998,14832.452699999998,14848.452099999999
HLA-C,exon_8,762.0,1582.174774015748,1081.8219419115217,1542.9844999999998,1542.9844999999998,1542.9844999999998,1542.9844999999998,31405.973300000016
HLA-C,five_prime_UTR,662.0,82412.1240971299,28037.349392786233,1567.9971999999998,85995.55900000001,86862.1164,86887.1291,154915.41219999973
HLA-C,intron_1,705.0,40689.726714893586,28.77550942200128,40625.67669999997,40672.68689999997,40681.70019999997,40690.71349999997,40769.773699999976
HLA-C,intron_2,705.0,76175.05520099288,581.2995059366592,75586.83089999997,75854.01519999998,75950.06279999997,75956.06089999998,77256.88509999998
HLA-C,intron_3,705.0,181206.30886978694,38.08210792898398,180901.96669999973,181176.13709999973,181215.17319999973,181231.17259999973,181261.19539999973
HLA-C,intron_4,705.0,37796.17684609928,473.98481567142665,32160.41380000002,37585.828399999984,37609.853099999986,38435.398399999984,38482.40859999998
HLA-C,intron_5,705.0,135578.87810709196,152.40005304917878,135160.87779999978,135503.11909999978,135518.13049999977,135534.12989999977,135856.34969999976
HLA-C,intron_6,705.0,32903.51827148937,41.94588719409088,32601.68540000001,32905.87860000001,32905.87860000001,32920.890000000014,33179.06100000001
HLA-C,intron_7,705.0,51312.3666878014,86.55591376162697,50988.420799999985,51317.626699999986,51317.626699999986,51357.65079999999,51381.62429999998
HLA-C,three_prime_UTR,667.0,61405.030951574154,51763.03898471265,660.4277,52696.50359999996,52712.50299999996,52712.99699999996,282035.3980000002
HLA-DPA1,exon_1,18.0,29318.526088888913,6765.540902745859,2209.4215999999997,30912.649100000024,30912.649100000024,30912.649100000024,30921.662400000023
HLA-DPA1,exon_2,45.0,75495.88442888886,1985.0151448962479,68785.8671,76161.55539999995,76192.56619999996,76201.57949999996,76263.60109999996
HLA-DPA1,exon_3,19.0,82377.44625263153,19654.694580640145,1213.7785999999999,86870.19309999995,86879.20639999995,86890.20514999995,86950.24129999995
HLA-DPA1,exon_4,18.0,47856.41782777775,14.21400873089727,47829.36119999998,47845.36059999998,47861.35999999997,47861.35999999997,47885.38469999997
HLA-DPA1,five_prime_UTR,9.0,98689.83483333311,73733.10373329592,13106.374999999996,23689.082700000006,160803.77819999962,160803.77819999962,160819.77759999962
HLA-DPA1,intron_1,15.0,1098800.7462999984,4054.601667179484,1093541.656699999,1095728.036749999,1097312.0284999989,1103231.704299998,1103568.9354999978
HLA-DPA1,intron_2,15.0,104834.8505999999,94.41357037510167,104519.45609999991,104823.6492999999,104823.6492999999,104879.67279999988,104919.69689999988
HLA-DPA1,intron_3,15.0,64848.0148866666,19.621514787666925,64830.28299999994,64830.28299999994,64830.28299999994,64868.279899999936,64868.279899999936
HLA-DPA1,three_prime_UTR,7.0,768790.5382142715,709239.5085684189,6004.8573,12889.267499999998,1337422.582399975,1337430.0880999751,1337467.616599975
HLA-DPB1,exon_1,174.0,30953.68491609196,1.1437638321218746,30952.622000000014,30953.610000000015,30953.610000000015,30953.610000000015,30968.621400000015
HLA-DPB1,exon_2,828.0,82268.94908937196,447.2169800776575,77582.29299999998,82301.29759999999,82334.33559999999,82364.6054,82463.4212
HLA-DPB1,exon_3,220.0,87075.6521831818,41.53223248604367,86989.36089999999,87029.38499999998,87106.41799999998,87106.41799999998,87170.46679999997
HLA-DPB1,exon_4,198.0,34661.45802828284,6.269481189945164,34648.03940000001,34664.03880000001,34664.03880000001,34664.03880000001,34679.05020000001
HLA-DPB1,exon_5,184.0,6203.36234402174,23.126431652337505,5891.7711,6204.9776,6204.9776,6204.9776,6220.977000000001
HLA-DPB1,five_prime_UTR,166.0,112229.95665481906,17.877198398301484,112216.60499999978,112216.60499999978,112216.60499999978,112256.62909999977,112256.62909999977
HLA-DPB1,intron_1,166.0,1403556.8625861371,825.7125749946358,1401912.4958999928,1403435.4378999928,1403831.6821999927,1404169.9458999925,1406106.1963999923
HLA-DPB1,intron_2,166.0,1239115.0093987933,9373.66693057864,1227591.7979999988,1228272.0626999987,1243303.989699998,1248416.5296749976,1252329.7620999974
HLA-DPB1,intron_3,166.0,168117.81363252987,52.90645436112499,167541.63569999972,168094.98659999974,168129.01259999973,168144.02399999974,168160.02339999974
HLA-DPB1,intron_4,166.0,102146.59547530097,33.11245214568383,102074.10609999976,102115.11819999975,102175.16379999972,102175.16379999972,102191.16319999972
HLA-DPB1,three_prime_UTR,166.0,296657.7222632535,405.2400776017307,294840.37290000066,296731.55690000043,296731.55690000043,296788.56840000063,296819.5792000007
HLA-DQA1,exon_1,63.0,25080.343931746032,2683.5405930203488,4118.6322,25410.1505,25418.1758,25425.1619,25434.1752
HLA-DQA1,exon_2,78.0,76370.62801153836,1342.0814725825394,68527.69589999998,75813.33469999993,76936.55569999992,77095.12559999994,77150.16109999994
HLA-DQA1,exon_3,72.0,85541.86399305548,10183.637291522022,331.2218,86717.9127999999,86741.19649999992,86757.1958999999,86784.23579999992
HLA-DQA1,exon_4,62.0,47964.856730645144,30.160821059625402,47914.38719999998,47947.425199999976,47955.399299999975,47963.42459999998,48059.47219999998
HLA-DQA1,five_prime_UTR,54.0,121919.17464259242,84818.95060608507,18276.633799999996,54671.86029999997,54729.85979999997,229620.54789999966,230915.3483999997
HLA-DQA1,intron_1,54.0,1171158.670950002,13849.778888885283,1142988.8007000033,1167165.2209750025,1168777.8322500023,1182673.3388500006,1195084.2826
HLA-DQA1,intron_2,54.0,127814.81978703683,2985.362333464346,126661.89609999977,126707.91829999977,127002.09129999978,127014.33784999978,137062.52919999982
HLA-DQA1,intron_3,54.0,113159.32531481479,8301.983668125657,106350.90679999998,109125.65449999998,109254.74009999995,111390.35434999998,132424.41209999993
HLA-DQA1,three_prime_UTR,54.0,87320.82344074061,38926.239110591996,25178.082799999996,54522.279299999966,55472.355699999964,133619.8644249996,134638.78029999963
HLA-DQB1,exon_1,188.0,33147.93515585106,4310.431325388479,3984.5364999999997,33755.4299,33775.432499999995,33876.4902,33876.4902
HLA-DQB1,exon_2,1079.0,83976.81541362367,1878.101005160921,46302.39749999998,83982.35979999996,84120.45869999997,84222.50439999995,84363.56729999997
HLA-DQB1,exon_3,421.0,86570.50046033257,3700.6980488604527,12590.014099999997,86775.21700000002,86806.22780000001,86849.2348,89486.93620000003
HLA-DQB1,exon_4,220.0,34160.16091681821,2905.058660578582,2201.3963,34460.903100000025,34500.92720000002,34547.937400000024,34547.937400000024
HLA-DQB1,exon_5,3.0,7372.6941000000015,0.0,7372.6941000000015,7372.6941000000015,7372.6941000000015,7372.6941000000015,7372.6941000000015
HLA-DQB1,exon_6,201.0,4327.074652736318,7.39563661430895,4319.7405,4319.7405,4328.753799999999,4334.7519,4334.7519
HLA-DQB1,five_prime_UTR,123.0,160040.15547804843,10087.979308827784,62594.952399999944,161176.89539999972,161176.89539999972,161598.28039999967,162818.0683999996
HLA-DQB1,intron_1,129.0,447458.0376837261,2879.521358217332,443827.83560000523,444132.0288000052,447965.3399000053,448969.05920000514,452319.29020000517
HLA-DQB1,intron_2,129.0,796894.6747721039,32429.823108530934,774392.526400011,780936.7926000106,786600.305300011,811429.2608000108,891411.9941000117
HLA-DQB1,intron_3,129.0,158088.41685426323,1039.3972813847936,155472.00689999966,156919.91099999967,158858.08629999968,159074.25719999964,159389.4396999997
HLA-DQB1,intron_4,129.0,338063.50511162955,29947.345777577535,143973.67269999982,339523.3130000015,341530.5661000017,346447.7150000019,346804.9488000019
HLA-DQB1,intron_5,3.0,188312.6425333329,145.00302121772555,188228.92499999952,188228.92499999952,188228.92499999952,188354.50129999957,188480.0775999996
HLA-DQB1,three_prime_UTR,123.0,62456.353334959305,2804.9806009534964,33120.07350000003,62671.81269999996,62710.848799999956,63007.01669999996,63031.04139999995
HLA-DRB1,exon_1,156.0,28392.2580371795,7965.735996062308,3720.3673999999996,30955.637200000016,31001.65940000001,31001.65940000001,31001.65940000001
HLA-DRB1,exon_2,2058.0,84070.3453508746,833.4880164267518,69237.96929999995,84132.45489999997,84164.45369999997,84196.50369999996,84807.85409999997
HLA-DRB1,exon_3,325.0,85697.26651076917,10048.959862785658,5225.333999999999,87279.54979999995,87279.54979999995,87305.55049999995,87431.62089999994
HLA-DRB1,exon_4,178.0,34136.79902191014,3244.7055802633035,5619.5767,34538.924100000026,34547.937400000024,34547.937400000024,34563.936800000025
HLA-DRB1,exon_5,167.0,7401.851911377248,55.56601251869918,6744.305100000001,7386.717500000002,7426.741600000001,7426.741600000001,7426.741600000001
HLA-DRB1,exon_6,163.0,4343.36801779141,196.7236084603259,1847.1777,4358.7766,4358.7766,4358.7766,4358.7766
HLA-DRB1,five_prime_UTR,45.0,162441.8392977775,45754.11350254904,32622.694900000024,175490.09929999968,177636.52259999973,184382.83389999965,186789.37189999965
HLA-DRB1,intron_1,45.0,2243901.184704442,499203.4918997721,1631578.4894999682,1632604.1552999679,2471356.780299997,2473926.314099998,3184752.1378001003
HLA-DRB1,intron_2,45.0,729878.1467133418,107326.18664423878,684808.2292000093,694188.1560000094,698191.6670000093,701741.9480000095,1070771.161699997
HLA-DRB1,intron_3,45.0,215212.8301155556,584.576962551915,214132.30030000006,214958.83360000007,215287.0515000001,215558.25790000008,216173.6627000001
HLA-DRB1,intron_4,45.0,147413.84312888875,1169.9148178839025,145786.80339999986,147182.7381999998,147210.7660999999,147408.85939999984,150852.05229999986
HLA-DRB1,intron_5,45.0,259020.74046888915,61635.779234479465,59199.64209999998,243000.11539999972,243451.42059999975,253665.9888999999,352455.68130000174
HLA-DRB1,three_prime_UTR,43.0,65142.80869534876,35288.009472892365,22823.564700000006,23121.759800000007,73138.52179999993,98937.52714999982,99537.41019999984
HLA-DRB3,exon_1,10.0,20211.818120000007,13910.245561152695,4049.5732999999996,4049.5732999999996,30986.648000000016,30986.648000000016,30986.648000000016
HLA-DRB3,exon_2,137.0,83434.20084890506,2196.1930606147325,75286.83289999992,84145.43909999995,84201.46259999994,84252.52719999994,84316.57599999994
HLA-DRB3,exon_3,19.0,87225.70695263153,370.1373677907998,85701.52109999995,87288.04349999994,87306.53849999995,87314.53819999995,87361.57399999994
HLA-DRB3,exon_4,11.0,31910.440736363656,8719.69601739595,5619.5767,34535.92505000002,34538.924100000026,34543.43075000003,34547.937400000024
HLA-DRB3,exon_5,9.0,7386.7175000000025,9.646648066153113e-13,7386.717500000002,7386.717500000002,7386.717500000002,7386.717500000002,7386.717500000002
HLA-DRB3,exon_6,8.0,4358.7766,0.0,4358.7766,4358.7766,4358.7766,4358.7766,4358.7766
HLA-DRB3,five_prime_UTR,3.0,68771.87309999991,51729.59500834842,9092.741199999999,52762.14614999993,96431.55109999985,98611.43904999987,100791.32699999987
HLA-DRB3,intron_1,3.0,2370494.030899975,5246.857228232826,2367441.7744999737,2367464.785599974,2367487.7966999738,2372020.1590999756,2376552.521499977
HLA-DRB3,intron_2,3.0,710405.2327000092,4925.786976593383,704731.9436000092,708811.0408500092,712890.1381000092,713241.8772500092,713593.6164000093
HLA-DRB3,intron_3,3.0,210427.65979999994,174.30892657557516,210226.86369999996,210371.45459999994,210516.04549999995,210528.05784999995,210540.07019999996
HLA-DRB3,intron_4,3.0,146623.39103333317,13.870667012205217,146615.38279999985,146615.38279999985,146615.38279999985,146627.39514999985,146639.40749999986
HLA-DRB3,intron_5,3.0,246816.24813333302,26.644566829688408,246793.5748999997,246801.5745999997,246809.5742999997,246827.58474999966,246845.59519999963
HLA-DRB3,three_prime_UTR,3.0,119256.27683333331,98434.18286123803,5626.613999999999,89674.85634999999,173723.09869999997,176071.10824999996,178419.11779999995
HLA-DRB4,exon_1,7.0,20658.394857142866,13179.084579045073,4033.573899999999,8346.297849999997,30970.64860000002,30970.64860000002,30970.64860000002
HLA-DRB4,exon_2,59.0,83698.11634576265,2338.509476680247,68697.68609999995,84190.55679999995,84191.54479999995,84221.56759999995,84246.58029999994
HLA-DRB4,exon_3,13.0,82070.54042307685,6807.784235475927,67925.21879999997,76485.68109999993,87279.54979999994,87304.56249999993,87304.56249999993
HLA-DRB4,exon_4,5.0,34546.94940000002,0.0,34546.94940000002,34546.94940000002,34546.94940000002,34546.94940000002,34546.94940000002
HLA-DRB4,exon_5,5.0,7386.717500000002,0.0,7386.717500000002,7386.717500000002,7386.717500000002,7386.717500000002,7386.717500000002
HLA-DRB4,exon_6,5.0,4358.7766,0.0,4358.7766,4358.7766,4358.7766,4358.7766,4358.7766
HLA-DRB4,five_prime_UTR,3.0,96616.04643333315,18.474515793745695,96594.71389999981,96610.71329999981,96626.71269999981,96626.71269999981,96626.71269999981
HLA-DRB4,intron_1,3.0,2957933.099600073,1179.7451672701072,2956570.855100072,2957590.532150073,2958610.2092000735,2958614.2218500734,2958618.2345000734
HLA-DRB4,intron_2,3.0,848113.8122666791,675.9627343977074,847723.5450000125,847723.5450000125,847723.5450000125,848308.9459000125,848894.3468000125
HLA-DRB4,intron_3,3.0,216601.88000000003,0.0,216601.88000000003,216601.88000000003,216601.88000000003,216601.88000000003,216601.88000000003
HLA-DRB4,intron_4,3.0,146933.63169999982,0.0,146933.63169999982,146933.63169999982,146933.63169999982,146933.63169999982,146933.63169999982
HLA-DRB4,intron_5,3.0,93367.28353333315,23.107924909069666,93340.60079999981,93360.6128499998,93380.6248999998,93380.6248999998,93380.6248999998
HLA-DRB4,three_prime_UTR,3.0,174149.7501999998,2171.0804807615305,171642.80239999978,173523.01324999979,175403.22409999982,175403.22409999982,175403.22409999982
