locus,feature,count,mean,std,min,25%,50%,75%,max
HLA-DQA1,intron_2,54.0,43.211599041126654,1.0116628001338699,41.348314606741575,42.47572815533981,43.82566585956417,44.14801711370742,44.30992736077482
HLA-DQA1,intron_3,54.0,41.95848648386541,1.1644035427456967,40.78212290502793,41.29213483146067,41.29213483146067,42.65129682997118,44.352617079889804
HLA-DQA1,three_prime_UTR,54.0,47.82099937091107,1.5295851519470134,45.32710280373832,46.84418785677218,47.701149425287355,48.57142857142857,50.847457627118644
HLA-DQB1,exon_1,188.0,59.48608515213034,1.3394345390694233,57.79816513761468,58.71559633027523,59.63302752293578,60.55045871559633,69.23076923076923
HLA-DQB1,exon_2,1079.0,61.13860025989302,1.0232500147955101,59.629629629629626,60.370370370370374,60.74074074074074,61.48148148148148,65.3409090909091
HLA-DQB1,exon_3,421.0,58.15617160466857,0.5070735435144793,56.74603174603175,57.801418439716315,58.156028368794324,58.51063829787234,63.41463414634146
HLA-DQB1,exon_4,220.0,56.37783086523206,1.1404781557705341,55.85585585585586,55.85585585585586,55.85585585585586,56.75675675675676,71.42857142857143
HLA-DQB1,exon_5,3.0,66.66666666666667,0.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
HLA-DQB1,exon_6,201.0,60.945273631840806,3.5728497527707073,57.142857142857146,57.142857142857146,64.28571428571429,64.28571428571429,64.28571428571429
HLA-DQB1,five_prime_UTR,123.0,41.142639167271255,0.8152563662685095,39.50381679389313,40.45368620037807,40.76923076923077,42.095238095238095,44.6078431372549
HLA-DQB1,intron_1,129.0,49.49953324984278,0.5650278481457957,48.887343532684284,49.039780521262,49.12648497554158,49.930939226519335,50.34626038781163
HLA-DQB1,intron_2,129.0,41.631713024539124,0.38520677048301705,41.10671936758893,41.27044503613541,41.76470588235294,41.78109062377403,42.57528556593977
HLA-DQB1,intron_3,129.0,49.665113489151814,0.7668815903022296,48.52652259332024,48.722986247544206,49.8062015503876,50.483558994197296,50.48543689320388
HLA-DQB1,intron_4,129.0,48.41430312019655,0.548602018586766,46.16977225672878,48.125,48.495897903372835,48.81170018281536,49.19642857142857
HLA-DQB1,intron_5,3.0,49.234344576345705,0.3307225962571079,48.85245901639344,49.13887318635764,49.42528735632184,49.42528735632184,49.42528735632184
HLA-DQB1,three_prime_UTR,123.0,55.10022890523059,0.7442599032408661,48.148148148148145,54.85436893203884,55.1219512195122,55.33980582524272,56.58536585365854
HLA-DRB1,exon_1,156.0,61.031558185404336,3.075481942842437,59.0,60.0,60.0,60.0,76.92307692307692
HLA-DRB1,exon_2,2058.0,60.131230286635365,0.91401919070594,57.976653696498055,59.629629629629626,60.0,60.74074074074074,62.592592592592595
HLA-DRB1,exon_3,325.0,55.04071719778097,0.8972604629159865,46.15384615384615,54.60992907801418,54.9645390070922,55.319148936170215,56.38297872340426
HLA-DRB1,exon_4,178.0,56.87967261000969,0.5106306039276372,55.55555555555556,56.75675675675676,56.75675675675676,56.75675675675676,60.317460317460316
HLA-DRB1,exon_5,167.0,54.44338595536201,1.0364673469316494,54.166666666666664,54.166666666666664,54.166666666666664,54.166666666666664,58.333333333333336
HLA-DRB1,exon_6,163.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0
HLA-DRB1,five_prime_UTR,45.0,44.7597369089063,2.8761468193555166,42.88079470198676,43.40567612687813,43.69747899159664,44.03508771929825,54.205607476635514
HLA-DRB1,intron_1,45.0,42.1724611028735,0.5186663978291235,40.90820881040171,41.992749093636704,42.01701701701702,42.66717325227963,42.83004552352048
HLA-DRB1,intron_2,45.0,39.30154932047396,0.2727374833168842,38.83668903803132,39.12850155624722,39.216569113012156,39.618456078083405,39.780701754385966
HLA-DRB1,intron_3,45.0,46.51143652681487,0.46885420273149914,45.689655172413794,46.142857142857146,46.50499286733238,46.99140401146132,47.277936962750715
HLA-DRB1,intron_4,45.0,46.23448121979788,0.42429283893685377,44.82029598308668,45.89473684210526,46.31578947368421,46.526315789473685,46.81724845995893
HLA-DRB1,intron_5,45.0,46.36982001647148,1.3581401778091238,44.50261780104712,45.431472081218274,45.431472081218274,47.92993630573248,48.58657243816254
HLA-DRB1,three_prime_UTR,43.0,48.31090812370585,1.580860262046841,45.333333333333336,47.2972972972973,47.82608695652174,49.128205128205124,51.86721991701245
HLA-DRB3,exon_1,10.0,67.36923076923077,8.222641565794207,61.0,61.0,61.0,76.92307692307692,76.92307692307692
HLA-DRB3,exon_2,137.0,60.19743506640141,0.4541876281640476,59.00383141762452,60.0,60.16260162601626,60.370370370370374,61.278195488721806
HLA-DRB3,exon_3,19.0,56.02526941056459,1.0283071983636707,54.255319148936174,55.31914893617021,56.38297872340426,56.737588652482266,57.09219858156028
HLA-DRB3,exon_4,11.0,56.81135681135681,0.5507573301073438,55.55555555555556,56.75675675675676,56.75675675675676,56.75675675675676,57.65765765765766
HLA-DRB3,exon_5,9.0,54.166666666666664,0.0,54.166666666666664,54.166666666666664,54.166666666666664,54.166666666666664,54.166666666666664
HLA-DRB3,exon_6,8.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0
HLA-DRB3,five_prime_UTR,3.0,52.111850397162705,12.612020251134771,44.40894568690096,44.83444226241072,45.25993883792049,55.96330275229358,66.66666666666667
HLA-DRB3,intron_1,3.0,41.57054078242185,0.03408219976254024,41.5446941975954,41.55122843700993,41.55776267642447,41.58346407483507,41.609165473245675
HLA-DRB3,intron_2,3.0,39.52863600881171,0.04261939191526891,39.489885664028144,39.505812397231466,39.52173913043478,39.54801118120349,39.574283231972196
HLA-DRB3,intron_3,3.0,45.68502963933341,0.07319027159035876,45.6140350877193,45.64742749993579,45.680819912152266,45.72052691514046,45.760233918128655
HLA-DRB3,intron_4,3.0,44.749823819591256,0.12206136769336681,44.60887949260042,44.71458773784355,44.82029598308668,44.82029598308668,44.82029598308668
HLA-DRB3,intron_5,3.0,44.76428869420109,0.19117962849210896,44.55569461827284,44.680851063829785,44.80600750938673,44.8685857321652,44.93116395494368
HLA-DRB3,three_prime_UTR,3.0,37.35775793432061,3.4852637473180694,33.333333333333336,36.347517730496456,39.361702127659576,39.36997023481425,39.37823834196891
HLA-DRB4,exon_1,7.0,63.47359957116055,4.476201171771354,60.0,60.0,60.0,67.5422138836773,69.23076923076923
HLA-DRB4,exon_2,59.0,58.47071891621272,0.4507069167635775,57.77777777777778,58.148148148148145,58.51851851851852,58.682472318835956,60.90909090909091
HLA-DRB4,exon_3,13.0,55.27334171804985,0.44231138759789046,54.94505494505494,54.9645390070922,55.23012552301255,55.319148936170215,56.62100456621005
HLA-DRB4,exon_4,5.0,54.95495495495495,7.944109290391274e-15,54.95495495495496,54.95495495495496,54.95495495495496,54.95495495495496,54.95495495495496
HLA-DRB4,exon_5,5.0,54.166666666666664,0.0,54.166666666666664,54.166666666666664,54.166666666666664,54.166666666666664,54.166666666666664
HLA-DRB4,exon_6,5.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0
HLA-DRB4,five_prime_UTR,3.0,43.5569755058573,0.3689139100253222,43.13099041533546,43.45047923322684,43.76996805111821,43.76996805111821,43.76996805111821
HLA-DRB4,intron_1,3.0,40.96647829968712,0.06647136371961114,40.91812192826519,40.92857889783541,40.93903586740563,40.990656485398084,41.04227710339054
HLA-DRB4,intron_2,3.0,39.24534901281864,0.11737681917890896,39.109813936519515,39.21146524374386,39.31311655096821,39.31311655096821,39.31311655096821
HLA-DRB4,intron_3,3.0,47.72727272727273,0.0,47.72727272727273,47.72727272727273,47.72727272727273,47.72727272727273,47.72727272727273
HLA-DRB4,intron_4,3.0,44.72573839662447,0.0,44.72573839662447,44.72573839662447,44.72573839662447,44.72573839662447,44.72573839662447
HLA-DRB4,intron_5,3.0,43.04635761589404,0.0,43.04635761589404,43.04635761589404,43.04635761589404,43.04635761589404,43.04635761589404
HLA-DRB4,three_prime_UTR,3.0,38.1066465446771,0.36703837147123997,37.89473684210526,37.89473684210526,37.89473684210526,38.21260139596302,38.53046594982079
